"SIZE"	"ES"	"NES"	"NOM P-VAL"	"FDR Q-VAL"	"FWER P-VAL"	"RANK AT MAX"	"LEADING EDGE"	"TERM"	"SOURCE"	"GOID"
35	-0.3425097	-0.99117017	0.4489796	0.5731912	1	4488	"tags=57%, list=30%, signal=81%"	"GLUTATHIONE METABOLIC PROCESS"	"GOBP"	"GO:0006749"
74	-0.34241647	-1.147083	0.17272727	0.34853387	1	1441	"tags=23%, list=9%, signal=25%"	"NEGATIVE REGULATION OF DEFENSE RESPONSE"	"GOBP"	"GO:0031348"
20	-0.3422103	-0.86693835	0.6887052	0.7954812	1	495	"tags=15%, list=3%, signal=15%"	"ZYMOGEN ACTIVATION"	"GOBP"	"GO:0031638"
78	-0.34209454	-1.15368	0.17889908	0.33997744	1	1203	"tags=13%, list=8%, signal=14%"	"VESICLE FUSION"	"GOBP"	"GO:0006906"
20	-0.34199446	-0.86454284	0.66573036	0.7991499	1	1963	"tags=20%, list=13%, signal=23%"	"CORTICAL CYTOSKELETON ORGANIZATION"	"GOBP"	"GO:0030865"
64	-0.3419445	-1.1201967	0.22123894	0.3833372	1	3291	"tags=28%, list=22%, signal=36%"	"SIGNALING EVENTS MEDIATED BY HDAC CLASS I"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"SIGNALING EVENTS MEDIATED BY HDAC CLASS I"
41	-0.34170833	-1.011878	0.41754386	0.5401154	1	4946	"tags=46%, list=33%, signal=68%"	"REGULATION OF CENTROSOME CYCLE"	"GOBP"	"GO:0046605"
16	-0.3416821	-0.8353855	0.7044335	0.8423896	1	1826	"tags=38%, list=12%, signal=43%"	"NEGATIVE REGULATION OF B CELL ACTIVATION"	"GOBP"	"GO:0050869"
126	-0.34150514	-1.2693139	0.030534351	0.21987358	1	3382	"tags=29%, list=22%, signal=36%"	"MEMBRANE FUSION"	"GOBP"	"GO:0061025"
44	-0.34146824	-1.0460501	0.37651822	0.48855323	1	1507	"tags=23%, list=10%, signal=25%"	"BIOCARTA_TCR_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_TCR_PATHWAY"
98	-0.34130135	-1.19976	0.10429448	0.2875956	1	2783	"tags=22%, list=18%, signal=27%"	"SINGLE-ORGANISM MEMBRANE FUSION"	"GOBP"	"GO:0044801"
56	-0.3412501	-1.1058404	0.23970038	0.40309227	1	3228	"tags=34%, list=21%, signal=43%"	"B CELL ACTIVATION"	"PANTHER PATHWAY"	"P00010"
33	-0.34042928	-0.98409283	0.4570552	0.5858378	1	2016	"tags=27%, list=13%, signal=31%"	"REGULATION OF COMPLEMENT ACTIVATION"	"GOBP"	"GO:0030449"
33	-0.34042928	-0.97285557	0.4966216	0.60605305	1	2016	"tags=27%, list=13%, signal=31%"	"REGULATION OF PROTEIN ACTIVATION CASCADE"	"GOBP"	"GO:2000257"
17	-0.3400561	-0.81988996	0.7364341	0.86215	1	2461	"tags=35%, list=16%, signal=42%"	"T CELL DIFFERENTIATION INVOLVED IN IMMUNE RESPONSE"	"GOBP"	"GO:0002292"
36	-0.33977708	-1.004426	0.46308726	0.55110633	1	2128	"tags=17%, list=14%, signal=19%"	"LYTIC VACUOLE ORGANIZATION"	"GOBP"	"GO:0080171"
36	-0.33977708	-0.9887857	0.4633431	0.5770583	1	2128	"tags=17%, list=14%, signal=19%"	"LYSOSOME ORGANIZATION"	"GOBP"	"GO:0007040"
35	-0.3396106	-0.9701553	0.4888179	0.6107241	1	4293	"tags=46%, list=28%, signal=64%"	"GLUCOSE TRANSPORT"	"REACTOME DATABASE ID RELEASE 60"	"70153"
38	-0.33943117	-1.0003288	0.41042346	0.5578099	1	3555	"tags=34%, list=23%, signal=45%"	"REGULATION OF PHAGOCYTOSIS"	"GOBP"	"GO:0050764"
81	-0.33933863	-1.1563557	0.18592964	0.3370064	1	2783	"tags=23%, list=18%, signal=29%"	"ORGANELLE MEMBRANE FUSION"	"GOBP"	"GO:0090174"
143	-0.33932808	-1.2914702	0.033613447	0.19998568	1	3690	"tags=33%, list=24%, signal=43%"	"FATTY ACID METABOLISM"	"REACTOME DATABASE ID RELEASE 60"	"8978868"
18	-0.33922708	-0.8417626	0.6955503	0.83470774	1	3829	"tags=50%, list=25%, signal=67%"	"ASPARTATE FAMILY AMINO ACID BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0009067"
83	-0.33918464	-1.1328019	0.18627451	0.36700007	1	2088	"tags=28%, list=14%, signal=32%"	"PROTEIN TETRAMERIZATION"	"GOBP"	"GO:0051262"
59	-0.33870196	-1.0892259	0.26996198	0.42651358	1	3736	"tags=36%, list=25%, signal=47%"	"DNA DOUBLE STRAND BREAK RESPONSE"	"REACTOME"	"R-HSA-5693606.1"
64	-0.33828434	-1.1058851	0.24311927	0.4032923	1	3546	"tags=31%, list=23%, signal=41%"	"GLUCOSE METABOLIC PROCESS"	"GOBP"	"GO:0006006"
139	-0.3378932	-1.264227	0.04477612	0.22318019	1	3345	"tags=29%, list=22%, signal=37%"	"POSITIVE REGULATION OF MITOCHONDRION ORGANIZATION"	"GOBP"	"GO:0010822"
75	-0.3378426	-1.143173	0.15048544	0.35312748	1	3029	"tags=31%, list=20%, signal=38%"	"INTERLEUKIN SIGNALING PATHWAY"	"PANTHER PATHWAY"	"P00036"
26	-0.33776256	-0.903487	0.5701754	0.7321525	1	4791	"tags=46%, list=31%, signal=67%"	"EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS"	"GOBP"	"GO:0008625"
98	-0.3376528	-1.2131406	0.10695187	0.27349415	1	3875	"tags=33%, list=25%, signal=44%"	"TOLL LIKE RECEPTOR 3 (TLR3) CASCADE"	"REACTOME DATABASE ID RELEASE 60"	"168164"
98	-0.3376528	-1.2004783	0.082840234	0.28719616	1	3875	"tags=33%, list=25%, signal=44%"	"TRIF-MEDIATED TLR3 TLR4 SIGNALING"	"REACTOME"	"R-HSA-937061.1"
98	-0.3376528	-1.1992184	0.10285714	0.28810048	1	3875	"tags=33%, list=25%, signal=44%"	"MYD88-INDEPENDENT TLR3 TLR4 CASCADE"	"REACTOME"	"R-HSA-166166.1"
66	-0.3374335	-1.1142616	0.22267206	0.39108345	1	4265	"tags=33%, list=28%, signal=46%"	"PEPTIDYL-LYSINE ACETYLATION"	"GOBP"	"GO:0018394"
15	-0.33741385	-0.8171453	0.73544973	0.8656997	1	513	"tags=7%, list=3%, signal=7%"	"REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS"	"GOBP"	"GO:2000300"
21	-0.33682835	-0.8557671	0.6923077	0.81306803	1	2327	"tags=24%, list=15%, signal=28%"	"NEGATIVE REGULATION OF TOLL-LIKE RECEPTOR SIGNALING PATHWAY"	"GOBP"	"GO:0034122"
22	-0.33662397	-0.8536187	0.7039106	0.8171679	1	1655	"tags=23%, list=11%, signal=25%"	"PROTEIN HETEROTETRAMERIZATION"	"GOBP"	"GO:0051290"
22	-0.33649686	-0.8702231	0.6340058	0.7902788	1	934	"tags=14%, list=6%, signal=15%"	"RAF-INDEPENDENT MAPK1 3 ACTIVATION"	"REACTOME"	"R-HSA-112409.2"
87	-0.3362132	-1.1633391	0.1356784	0.32779917	1	3127	"tags=33%, list=21%, signal=42%"	"REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION"	"REACTOME"	"R-HSA-6804756.1"
82	-0.33574674	-1.1619064	0.18579236	0.32950854	1	2203	"tags=22%, list=14%, signal=26%"	"RANKL"	"NETPATH"	"RANKL"
29	-0.33535114	-0.9259102	0.57096773	0.6910982	1	4946	"tags=48%, list=33%, signal=71%"	"REGULATION OF CENTROSOME DUPLICATION"	"GOBP"	"GO:0010824"
175	-0.33433223	-1.3082545	0.021505376	0.18589169	1	3829	"tags=41%, list=25%, signal=54%"	"CARBOXYLIC ACID CATABOLIC PROCESS"	"GOBP"	"GO:0046395"
175	-0.33433223	-1.2758905	0.030927835	0.21387112	1	3829	"tags=41%, list=25%, signal=54%"	"ORGANIC ACID CATABOLIC PROCESS"	"GOBP"	"GO:0016054"
115	-0.33394986	-1.2289568	0.08496732	0.25707304	1	2767	"tags=36%, list=18%, signal=43%"	"NUCLEOSIDE PHOSPHATE BIOSYNTHETIC PROCESS"	"GOBP"	"GO:1901293"
15	-0.33360696	-0.7910164	0.7432099	0.8981125	1	1370	"tags=13%, list=9%, signal=15%"	"HYPOXIA RESPONSE VIA HIF ACTIVATION"	"PANTHER PATHWAY"	"P00030"
22	-0.3335501	-0.8675762	0.672043	0.79454243	1	3544	"tags=36%, list=23%, signal=47%"	"FLK2 FLT3"	"IOB"	"FLK2 FLT3"
64	-0.3332605	-1.0832006	0.2857143	0.43382862	1	3824	"tags=28%, list=25%, signal=37%"	"REGULATION OF RNA SPLICING"	"GOBP"	"GO:0043484"
37	-0.3323584	-0.9722476	0.5063694	0.60701776	1	939	"tags=11%, list=6%, signal=11%"	"POSITIVE REGULATION OF TRANSCRIPTION FACTOR IMPORT INTO NUCLEUS"	"GOBP"	"GO:0042993"
30	-0.3321001	-0.93977875	0.57522124	0.66722506	1	1800	"tags=17%, list=12%, signal=19%"	"HSP90 CHAPERONE CYCLE FOR SHRS"	"REACTOME"	"R-HSA-3371497.1"
22	-0.33206877	-0.8683095	0.6693989	0.79338884	1	1561	"tags=23%, list=10%, signal=25%"	"DETECTION OF STIMULUS INVOLVED IN SENSORY PERCEPTION"	"GOBP"	"GO:0050906"
15	-0.331985	-0.78811127	0.79036146	0.9001707	1	1228	"tags=20%, list=8%, signal=22%"	"REGULATION OF RECEPTOR RECYCLING"	"GOBP"	"GO:0001919"
73	-0.33197328	-1.129887	0.21212122	0.37098196	1	4973	"tags=40%, list=33%, signal=59%"	"GLUCOSE METABOLISM"	"REACTOME DATABASE ID RELEASE 60"	"70326"
31	-0.33196592	-0.92711735	0.58842444	0.68955433	1	2530	"tags=32%, list=17%, signal=39%"	"REGULATION OF INTERLEUKIN-2 PRODUCTION"	"GOBP"	"GO:0032663"
113	-0.3314246	-1.1964635	0.066176474	0.29081294	1	3626	"tags=32%, list=24%, signal=42%"	"ACTIVATED TLR4 SIGNALLING"	"REACTOME"	"R-HSA-166054.1"
45	-0.33125216	-1.044173	0.34642857	0.48910987	1	2970	"tags=29%, list=20%, signal=36%"	"LYMPHOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE"	"GOBP"	"GO:0002285"
41	-0.3312317	-0.9813304	0.4681648	0.5907262	1	862	"tags=17%, list=6%, signal=18%"	"CELLULAR RESPONSE TO MECHANICAL STIMULUS"	"GOBP"	"GO:0071260"
62	-0.3311843	-1.07907	0.2918455	0.4399792	1	2836	"tags=23%, list=19%, signal=28%"	"TISSUE HOMEOSTASIS"	"GOBP"	"GO:0001894"
38	-0.33109418	-0.97847	0.4642857	0.5950234	1	2265	"tags=34%, list=15%, signal=40%"	"REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL"	"GOBP"	"GO:0051881"
183	-0.33065024	-1.283138	0	0.20727119	1	1387	"tags=20%, list=9%, signal=22%"	"HALLMARK_INFLAMMATORY_RESPONSE"	"MSIGDB_C2"	"HALLMARK_INFLAMMATORY_RESPONSE"
31	-0.33025283	-0.94664425	0.53745925	0.65492237	1	3083	"tags=26%, list=20%, signal=32%"	"RESPONSE TO NUTRIENT"	"GOBP"	"GO:0007584"
49	-0.3300817	-1.0245833	0.42975205	0.5205042	1	2755	"tags=35%, list=18%, signal=42%"	"REGULATION OF INTERLEUKIN-6 PRODUCTION"	"GOBP"	"GO:0032675"
24	-0.3298724	-0.8765706	0.65957445	0.77903736	1	5960	"tags=46%, list=39%, signal=75%"	"DEADENYLATION OF MRNA"	"REACTOME"	"R-HSA-429947.2"
44	-0.32983193	-1.0173553	0.4040404	0.5324909	1	2993	"tags=23%, list=20%, signal=28%"	"GLYCOLIPID BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0009247"
64	-0.32963747	-1.0942978	0.23255815	0.41826224	1	3209	"tags=31%, list=21%, signal=39%"	"REGULATION OF TELOMERASE"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"REGULATION OF TELOMERASE"
118	-0.32963702	-1.1734686	0.15447155	0.31696677	1	3357	"tags=25%, list=22%, signal=31%"	"PROTEIN UBIQUITINATION INVOLVED IN UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS"	"GOBP"	"GO:0042787"
43	-0.32926428	-0.9787864	0.5337838	0.5950383	1	3007	"tags=28%, list=20%, signal=35%"	"P53 PATHWAY"	"PANTHER PATHWAY"	"P00059"
22	-0.32874975	-0.8452766	0.703504	0.83009654	1	808	"tags=14%, list=5%, signal=14%"	"HETEROTRIMERIC G-PROTEIN SIGNALING PATHWAY-ROD OUTER SEGMENT PHOTOTRANSDUCTION"	"PANTHER PATHWAY"	"P00028"
76	-0.3285307	-1.1112487	0.20454545	0.3953178	1	1739	"tags=20%, list=11%, signal=22%"	"MICROTUBULE ORGANIZING CENTER ORGANIZATION"	"GOBP"	"GO:0031023"
29	-0.3285139	-0.9040768	0.6090909	0.7312444	1	2652	"tags=21%, list=17%, signal=25%"	"MODULATION BY VIRUS OF HOST MORPHOLOGY OR PHYSIOLOGY"	"GOBP"	"GO:0019048"
123	-0.3282202	-1.2000383	0.11627907	0.28765747	1	4332	"tags=40%, list=28%, signal=55%"	"VIRAL LIFE CYCLE"	"GOBP"	"GO:0019058"
62	-0.32819834	-1.0710433	0.31578946	0.45059666	1	3379	"tags=34%, list=22%, signal=43%"	"SIGNAL TRANSDUCTION INVOLVED IN CELL CYCLE CHECKPOINT"	"GOBP"	"GO:0072395"
22	-0.32792118	-0.8627744	0.67536235	0.8024596	1	3224	"tags=36%, list=21%, signal=46%"	"POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION"	"GOBP"	"GO:0002763"
49	-0.32749975	-1.0117137	0.40221402	0.5401322	1	1482	"tags=20%, list=10%, signal=23%"	"ALCOHOL BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0046165"
26	-0.32736316	-0.88154703	0.6582633	0.7708322	1	2755	"tags=19%, list=18%, signal=23%"	"DOWNREGULATION OF ERBB2 SIGNALING"	"REACTOME DATABASE ID RELEASE 60"	"8863795"
25	-0.3270025	-0.85881466	0.7008547	0.80860794	1	1637	"tags=24%, list=11%, signal=27%"	"NICOTINATE METABOLISM"	"REACTOME"	"R-HSA-196807.3"
30	-0.3269871	-0.93779624	0.5650794	0.6707095	1	2828	"tags=27%, list=19%, signal=33%"	"REGULATION OF GLYCOPROTEIN METABOLIC PROCESS"	"GOBP"	"GO:1903018"
20	-0.3269743	-0.8155975	0.68393785	0.8674706	1	3345	"tags=30%, list=22%, signal=38%"	"TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN CYTOCHROME C RELEASE"	"REACTOME"	"R-HSA-6803204.1"
107	-0.32674354	-1.196622	0.07058824	0.2908278	1	2767	"tags=36%, list=18%, signal=43%"	"NUCLEOTIDE BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0009165"
16	-0.32626528	-0.7796462	0.7736842	0.9072924	1	4171	"tags=44%, list=27%, signal=60%"	"COBALAMIN (CBL, VITAMIN B12) TRANSPORT AND METABOLISM"	"REACTOME"	"R-HSA-196741.2"
16	-0.32626528	-0.75772196	0.78028166	0.923988	1	4171	"tags=44%, list=27%, signal=60%"	"COBALAMIN METABOLIC PROCESS"	"GOBP"	"GO:0009235"
105	-0.32597002	-1.1723077	0.098265894	0.3183061	1	3524	"tags=31%, list=23%, signal=41%"	"SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR"	"GOBP"	"GO:0072331"
61	-0.32575336	-1.0793084	0.28294572	0.44014052	1	2794	"tags=31%, list=18%, signal=38%"	"FATTY ACID DERIVATIVE BIOSYNTHETIC PROCESS"	"GOBP"	"GO:1901570"
51	-0.3255213	-1.0103296	0.42910448	0.5424083	1	2251	"tags=22%, list=15%, signal=25%"	"TRANSCRIPTIONAL ACTIVATION OF MITOCHONDRIAL BIOGENESIS"	"REACTOME DATABASE ID RELEASE 60"	"2151201"
30	-0.3252643	-0.90849066	0.61564624	0.7237034	1	678	"tags=7%, list=4%, signal=7%"	"AUTOPHAGOSOME ASSEMBLY"	"GOBP"	"GO:0000045"
30	-0.32509246	-0.9267607	0.55910546	0.68953943	1	186	"tags=13%, list=1%, signal=13%"	"MONOCYTE CHEMOTAXIS"	"GOBP"	"GO:0002548"
48	-0.3250152	-1.0036634	0.4259928	0.55212176	1	957	"tags=17%, list=6%, signal=18%"	"POSITIVE REGULATION OF CAMP METABOLIC PROCESS"	"GOBP"	"GO:0030816"
18	-0.32481262	-0.80153054	0.7373494	0.8867869	1	1204	"tags=22%, list=8%, signal=24%"	"GROWTH HORMONE RECEPTOR SIGNALING"	"REACTOME"	"R-HSA-982772.1"
28	-0.32460144	-0.88169354	0.6458333	0.7709626	1	4339	"tags=36%, list=29%, signal=50%"	"RESPONSE TO ALKALOID"	"GOBP"	"GO:0043279"
121	-0.3245555	-1.1630744	0.1292517	0.32795417	1	4752	"tags=38%, list=31%, signal=55%"	"METHYLATION"	"GOBP"	"GO:0032259"
31	-0.3245539	-0.9340937	0.5552147	0.67611814	1	186	"tags=13%, list=1%, signal=13%"	"MONONUCLEAR CELL MIGRATION"	"GOBP"	"GO:0071674"
85	-0.3240459	-1.0927409	0.23913044	0.42080292	1	4235	"tags=26%, list=28%, signal=36%"	"REGULATION OF MRNA METABOLIC PROCESS"	"GOBP"	"GO:1903311"
17	-0.32401168	-0.7795412	0.7719298	0.90693915	1	6242	"tags=47%, list=41%, signal=80%"	"EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT"	"GOBP"	"GO:0045022"
37	-0.32384807	-0.9521724	0.5102041	0.64341503	1	3831	"tags=32%, list=25%, signal=43%"	"HISTONE H3 ACETYLATION"	"GOBP"	"GO:0043966"
22	-0.32373905	-0.8336364	0.73333335	0.8447524	1	3103	"tags=23%, list=20%, signal=29%"	"POSITIVE REGULATION OF HISTONE METHYLATION"	"GOBP"	"GO:0031062"
35	-0.32354563	-0.94959223	0.5442623	0.6490586	1	3974	"tags=34%, list=26%, signal=46%"	"NEGATIVE REGULATION OF CELLULAR PROTEIN CATABOLIC PROCESS"	"GOBP"	"GO:1903363"
17	-0.32342437	-0.7916905	0.7613065	0.8975645	1	4701	"tags=47%, list=31%, signal=68%"	"NUCLEAR ENVELOPE REASSEMBLY"	"GOBP"	"GO:0031468"
166	-0.32321823	-1.2074832	0.048543688	0.27921143	1	3212	"tags=31%, list=21%, signal=39%"	"FATTY ACID METABOLIC PROCESS"	"GOBP"	"GO:0006631"
64	-0.3230597	-1.0636972	0.29166666	0.46130094	1	4265	"tags=33%, list=28%, signal=45%"	"HISTONE ACETYLATION"	"GOBP"	"GO:0016573"
64	-0.3230597	-1.05797	0.31854838	0.4701083	1	4265	"tags=33%, list=28%, signal=45%"	"INTERNAL PEPTIDYL-LYSINE ACETYLATION"	"GOBP"	"GO:0018393"
93	-0.32124424	-1.1419201	0.16292135	0.35437202	1	2451	"tags=26%, list=16%, signal=31%"	"CXCR4"	"IOB"	"CXCR4"
44	-0.32078597	-0.9853755	0.45614034	0.58328134	1	2560	"tags=25%, list=17%, signal=30%"	"CELLULAR IRON ION HOMEOSTASIS"	"GOBP"	"GO:0006879"
24	-0.3207479	-0.8563148	0.659375	0.81289744	1	1855	"tags=17%, list=12%, signal=19%"	"PROTEIN LOCALIZATION TO CYTOSKELETON"	"GOBP"	"GO:0044380"
141	-0.32074115	-1.1892155	0.066176474	0.29865363	1	3626	"tags=32%, list=24%, signal=42%"	"TOLL-LIKE RECEPTORS CASCADES"	"REACTOME DATABASE ID RELEASE 60"	"168898"
141	-0.32058808	-1.1830068	0.05882353	0.30682832	1	3717	"tags=32%, list=24%, signal=42%"	"ALPHA-AMINO ACID METABOLIC PROCESS"	"GOBP"	"GO:1901605"
59	-0.32053822	-1.0213448	0.39917696	0.5256764	1	3319	"tags=34%, list=22%, signal=43%"	"AMYLOID FIBER FORMATION"	"REACTOME"	"R-HSA-977225.4"
34	-0.3197924	-0.9160942	0.625387	0.7093851	1	3770	"tags=35%, list=25%, signal=47%"	"GMCSF-MEDIATED SIGNALING EVENTS"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"GMCSF-MEDIATED SIGNALING EVENTS"
58	-0.31926218	-1.0137465	0.40816328	0.5377941	1	3736	"tags=34%, list=25%, signal=46%"	"RECRUITMENT AND ATM-MEDIATED PHOSPHORYLATION OF REPAIR AND SIGNALING PROTEINS AT DNA DOUBLE STRAND BREAKS"	"REACTOME DATABASE ID RELEASE 60"	"5693565"
23	-0.31924018	-0.8285298	0.7277628	0.85193336	1	356	"tags=9%, list=2%, signal=9%"	"ST_INTERLEUKIN_4_PATHWAY"	"MSIGDB_C2"	"ST_INTERLEUKIN_4_PATHWAY"
63	-0.31836	-1.063481	0.3375	0.46141264	1	4223	"tags=30%, list=28%, signal=42%"	"REGULATION OF CELLULAR PH"	"GOBP"	"GO:0030641"
63	-0.31836	-1.0562621	0.30088496	0.4729112	1	4223	"tags=30%, list=28%, signal=42%"	"REGULATION OF INTRACELLULAR PH"	"GOBP"	"GO:0051453"
16	-0.31819296	-0.7624467	0.783715	0.92231655	1	4440	"tags=38%, list=29%, signal=53%"	"MAP3K8 (TPL2)-DEPENDENT MAPK1 3 ACTIVATION"	"REACTOME"	"R-HSA-5684264.2"
97	-0.31792662	-1.1150423	0.20809248	0.38996404	1	2067	"tags=22%, list=14%, signal=25%"	"POSITIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY"	"GOBP"	"GO:2001056"
22	-0.31778473	-0.8253703	0.73976606	0.85650325	1	294	"tags=9%, list=2%, signal=9%"	"BIOCARTA_IL6_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_IL6_PATHWAY"
106	-0.31719917	-1.1544088	0.12643678	0.33959812	1	2688	"tags=28%, list=18%, signal=34%"	"METABOLISM OF WATER-SOLUBLE VITAMINS AND COFACTORS"	"REACTOME DATABASE ID RELEASE 60"	"196849"
23	-0.31692335	-0.82769233	0.7277937	0.85305744	1	1127	"tags=13%, list=7%, signal=14%"	"HALLMARK_PANCREAS_BETA_CELLS"	"MSIGDB_C2"	"HALLMARK_PANCREAS_BETA_CELLS"
34	-0.31688875	-0.9012347	0.6363636	0.7361347	1	3651	"tags=24%, list=24%, signal=31%"	"MTOR SIGNALLING"	"REACTOME"	"R-HSA-165159.4"
31	-0.31688762	-0.8962383	0.625	0.74525607	1	3136	"tags=19%, list=21%, signal=24%"	"HISTONE DEACETYLATION"	"GOBP"	"GO:0016575"
18	-0.3166632	-0.77537143	0.76943004	0.9109892	1	1826	"tags=28%, list=12%, signal=32%"	"REGULATION OF B CELL MEDIATED IMMUNITY"	"GOBP"	"GO:0002712"
122	-0.31665555	-1.1701813	0.10810811	0.32080486	1	3626	"tags=32%, list=24%, signal=42%"	"TOLL LIKE RECEPTOR 4 (TLR4) CASCADE"	"REACTOME"	"R-HSA-166016.1"
31	-0.31656206	-0.90154415	0.60596025	0.7358242	1	678	"tags=6%, list=4%, signal=7%"	"AUTOPHAGOSOME ORGANIZATION"	"GOBP"	"GO:1905037"
87	-0.31644094	-1.1211629	0.18536586	0.38250694	1	4450	"tags=45%, list=29%, signal=63%"	"MITOTIC DNA DAMAGE CHECKPOINT"	"GOBP"	"GO:0044773"
24	-0.3161765	-0.84694016	0.7227139	0.82766956	1	3891	"tags=29%, list=26%, signal=39%"	"REGULATION OF MEMBRANE LIPID DISTRIBUTION"	"GOBP"	"GO:0097035"
100	-0.3156831	-1.1217664	0.20496894	0.38178256	1	3299	"tags=32%, list=22%, signal=41%"	"HALLMARK_PI3K_AKT_MTOR_SIGNALING"	"MSIGDB_C2"	"HALLMARK_PI3K_AKT_MTOR_SIGNALING"
20	-0.31552753	-0.8077662	0.7406484	0.87909275	1	3835	"tags=40%, list=25%, signal=53%"	"POSITIVE REGULATION OF CELL CYCLE G1/S PHASE TRANSITION"	"GOBP"	"GO:1902808"
15	-0.3154307	-0.7621655	0.8080808	0.92218256	1	2172	"tags=20%, list=14%, signal=23%"	"ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA"	"REACTOME DATABASE ID RELEASE 60"	"111447"
72	-0.3154085	-1.077341	0.24896266	0.4421141	1	2654	"tags=28%, list=17%, signal=33%"	"WATER-SOLUBLE VITAMIN METABOLIC PROCESS"	"GOBP"	"GO:0006767"
200	-0.31528994	-1.219707	0.043010753	0.2660746	1	1312	"tags=18%, list=9%, signal=19%"	"REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING"	"GOBP"	"GO:0043122"
22	-0.31479713	-0.8229983	0.73714286	0.85841167	1	4865	"tags=45%, list=32%, signal=67%"	"PYRUVATE METABOLISM"	"REACTOME DATABASE ID RELEASE 60"	"70268"
27	-0.31475234	-0.8599789	0.6931507	0.80661714	1	276	"tags=7%, list=2%, signal=8%"	"REGULATION OF VIRAL RELEASE FROM HOST CELL"	"GOBP"	"GO:1902186"
175	-0.31468195	-1.2267227	0.06542056	0.2591492	1	2570	"tags=23%, list=17%, signal=28%"	"POSITIVE REGULATION OF SEQUENCE-SPECIFIC DNA BINDING TRANSCRIPTION FACTOR ACTIVITY"	"GOBP"	"GO:0051091"
124	-0.31418356	-1.1394923	0.15492958	0.35785234	1	1768	"tags=15%, list=12%, signal=17%"	"AMMONIUM ION METABOLIC PROCESS"	"GOBP"	"GO:0097164"
45	-0.31417418	-0.9558501	0.54285717	0.6368698	1	3544	"tags=31%, list=23%, signal=40%"	"REGULATION OF TELOMERASE ACTIVITY"	"GOBP"	"GO:0051972"
21	-0.31407675	-0.7960527	0.76441103	0.8922146	1	1867	"tags=29%, list=12%, signal=33%"	"NEURODEGENERATIVE DISEASES"	"REACTOME DATABASE ID RELEASE 60"	"8863678"
21	-0.31407675	-0.79613036	0.75652176	0.89304316	1	1867	"tags=29%, list=12%, signal=33%"	"DEREGULATED CDK5 TRIGGERS MULTIPLE NEURODEGENERATIVE PATHWAYS IN ALZHEIMER'S DISEASE MODELS"	"REACTOME DATABASE ID RELEASE 60"	"8862803"
27	-0.313542	-0.8379122	0.74539876	0.8384429	1	3154	"tags=26%, list=21%, signal=33%"	"ST_GAQ_PATHWAY"	"MSIGDB_C2"	"ST_GAQ_PATHWAY"
65	-0.31336403	-1.0447817	0.3697479	0.48916993	1	2167	"tags=22%, list=14%, signal=25%"	"PID_BCR_5PATHWAY"	"MSIGDB_C2"	"PID_BCR_5PATHWAY"
94	-0.31250933	-1.1055882	0.23163842	0.40326318	1	4450	"tags=43%, list=29%, signal=60%"	"MITOTIC DNA INTEGRITY CHECKPOINT"	"GOBP"	"GO:0044774"
77	-0.31242725	-1.0696347	0.29326922	0.45241728	1	2721	"tags=34%, list=18%, signal=41%"	"PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0006164"
66	-0.3123706	-1.0430444	0.32608697	0.49105	1	2167	"tags=21%, list=14%, signal=25%"	"BCR SIGNALING PATHWAY"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"BCR SIGNALING PATHWAY"
45	-0.31231707	-0.9535978	0.5387454	0.64092284	1	3843	"tags=36%, list=25%, signal=47%"	"SIG_BCR_SIGNALING_PATHWAY"	"MSIGDB_C2"	"SIG_BCR_SIGNALING_PATHWAY"
17	-0.31231388	-0.7821705	0.79373366	0.90512854	1	3885	"tags=59%, list=26%, signal=79%"	"NEGATIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE"	"GOBP"	"GO:0002820"
