GOID	term	gene	geneSetSize
GO:0034605	CELLULAR RESPONSE TO HEAT	AHA1|AIM25|CPR7|CUR1|DDR2|FLO1|HSC82|HSP104|HSP12|HSP26|HSP30|HSP78|HSP82|MCK1|MRK1|NMA111|RIM11|RIM15|SIS1|TOR1|TPS1|TPS2|TTI2|UBC4|UBC5|YGK3	26
GO:0000082	G1/S TRANSITION OF MITOTIC CELL CYCLE	BCK2|CDC28|CDC4|CDC53|CDC6|CLB5|CLB6|GRR1|HRT1|KDX1|MET30|MSA1|PPH21|PPH22|PTK2|RRD1|SAP155|SAP185|SAP190|SAP4|SAT4|SHS1|SIC1|SIT4|SKP1|VHS1|YRB1	27
GO:0006506	GPI ANCHOR BIOSYNTHETIC PROCESS	ARV1|CDC1|CWH43|DPM1|ERI1|GAA1|GAB1|GPI1|GPI10|GPI11|GPI12|GPI13|GPI14|GPI15|GPI16|GPI17|GPI18|GPI19|GPI2|GPI8|GUP1|GUP2|GWT1|LAS21|MCD4|PBN1|PER1|PGA1|SMP3|SPT14|TED1	31
GO:0000070	MITOTIC SISTER CHROMATID SEGREGATION	BRN1|CIN8|CSE4|DML1|DSN1|DYN1|ECO1|ESP1|FIN1|HIR1|HIR2|KIP1|KIP3|MCK1|MND2|MTW1|NSL1|PDS1|SGO1|SGS1|SMC1|SMC2|SMC4|SRC1|TUB1|TUB2|TUB3|TUB4|YCG1|YCS4	30
GO:0000079	REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY	BCP1|BUR2|CCL1|CLB1|CLB2|CLB3|CLB4|CLB5|CLB6|CLG1|CLN1|CLN2|CLN3|CTK2|MIH1|PCL1|PCL10|PCL2|PCL5|PCL6|PCL7|PCL8|PCL9|PHO80|PTC2|PTC3|SIC1|SSN8|SWE1|TFB3	30
GO:0032880	REGULATION OF PROTEIN LOCALIZATION	BLI1|BLS1|BNI1|BUD14|BUD6|CNL1|DBF2|EDE1|HRR25|KXD1|MAK3|MSB3|PEA2|PHO80|PHO85|RAS2|RHO1|RSP5|SCH9|SNN1|SPA2|SUS1|VAB2|VHS1|YAR1|ZDS1|ZDS2	27
GO:0030010	ESTABLISHMENT OF CELL POLARITY	ACT1|BCK1|BEM3|BEM4|BUD6|CDC24|CDC42|GIC1|GIC2|HKR1|MSB1|MSB2|PEA2|PWP2|RGA1|RHO2|ROM2|SHO1|SLG1|SPA2|SRO7|SRO77|SWF1|TPM1|TPM2|TSC11|ZDS1|ZDS2	28
GO:0006289	NUCLEOTIDE-EXCISION REPAIR	CDC9|DOT1|HRQ1|MEC3|OGG1|POL30|POL31|POL32|RAD14|RAD2|RAD23|RAD24|RAD26|RAD3|RAD33|RAD34|RAD4|RAD51|RAD9|RFA1|RFA2|RFA3|RPT4|RPT6|SNF6|SSL1|SSL2|TFB1|TFB2|TFB3|TFB4|TFB5	32
GO:0006508	PROTEOLYSIS	AAP1|AFG3|AMA1|APE1|APE2|APE3|APE4|ARX1|ATG4|ATP23|AXL1|BAR1|CPS1|CYM1|DAP2|DDI1|DOA4|DUG1|DUG2|DUG3|ECM14|ECM38|ESP1|FRA1|GPI8|ICP55|IMP1|IMP2|KEX1|KEX2|LAP2|LAP3|MAP1|MAP2|MAS1|MAS2|MCA1|MCX1|MKC7|NMA111|NNK1|OCT1|OMA1|OTU1|PCP1|PEP4|PFF1|PIM1|PRB1|PRC1|PRD1|PRE1|PRE2|PRE3|PRE4|PRE7|PRP8|PUP1|PUP3|QCR2|RBD2|RCE1|RIM11|RIM13|RIM20|RPN11|RPN12|RRI1|RRT12|SDD3|SEC11|SOM1|SSY5|STE13|STE23|STE24|TMA108|TRE2|UBP1|UBP10|UBP11|UBP12|UBP13|UBP14|UBP15|UBP16|UBP2|UBP3|UBP5|UBP6|UBP7|UBP8|UBP9|ULP1|ULP2|VPS70|WSS1|YAR009C|YBL005W-B|YBL100W-B|YBR012W-B|YBR139W|YCL019W|YCL074W|YCL075W|YDR034C-D|YDR098C-B|YDR210C-D|YDR210W-B|YDR261C-D|YDR261W-B|YDR316W-B|YDR365W-B|YDR415C|YER138C|YER160C|YFL002W-A|YFR006W|YGK3|YGR027W-B|YGR038C-B|YGR109W-B|YGR161C-D|YGR161W-B|YHL009W-B|YHR214C-B|YIL082W-A|YIL108W|YJL113W|YJR027W|YJR029W|YLR035C-A|YLR157C-B|YLR227W-B|YLR410W-B|YME1|YML039W|YML045W|YMR045C|YMR050C|YMR114C|YNL054W-B|YNL284C-B|YOL057W|YOL103W-B|YOL153C|YOR142W-B|YOR192C-B|YOR343W-B|YPF1|YPL060C-A|YPL191C|YPL257W-B|YPR137C-B|YPR158C-D|YPR158W-B|YPS1|YPS3|YPS5|YPS6|YPS7|YSP3|YTA12|YUH1|ZPS1	165
GO:0008361	REGULATION OF CELL SIZE	FKS1|GPA2|HXK2|JJJ1|KAP122|LGE1|PHO5|PIH1|PRS3|PTK2|RHO1|RPA14|RPA49|SCH9|SFP1|SKN7|SKY1|SLT2|SSF1|SWE1|TOM1|VPS51|WHI3|WHI4|WHI5|YCR061W|YGR111W	27
GO:0007035	VACUOLAR ACIDIFICATION	DBF2|MEH1|NHX1|PFK2|RAV1|RAV2|RRG1|SKP1|STV1|VMA1|VMA10|VMA11|VMA13|VMA16|VMA2|VMA22|VMA3|VMA4|VMA5|VMA6|VMA7|VMA8|VMA9|VPH1|VPH2|VPS3|VPS45	27
GO:0000724	DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION	BRE1|CTF18|ELG1|ESC2|MEC3|MMS21|MMS22|MRE11|NSE1|PPH3|RAD1|RAD51|RAD52|RAD59|RAD6|RDH54|REV3|RFA1|RFA2|RFA3|RSC2|SEM1|SGS1|SLX1|SMC5|SMC6|SNF5|YKU70|YKU80	29
GO:0033617	MITOCHONDRIAL CYTOCHROME C OXIDASE ASSEMBLY	CMC1|COA1|COA2|COA3|COA4|COA6|COI1|COX12|COX14|COX16|COX17|COX18|COX19|COX20|FMP32|MSS51|OXA1|PET100|PET111|PET117|PET122|PET191|PET309|RCF1|RCF2|SCO1|SCO2|SHY1	28
GO:0042026	PROTEIN REFOLDING	CNS1|CPR6|CPR7|ECM10|HSC82|HSP10|HSP104|HSP60|HSP78|HSP82|JJJ2|KAR2|LHS1|MCX1|MDJ1|MGE1|SSA1|SSA2|SSA3|SSA4|SSB1|SSB2|SSC1|SSE1|SSE2|SSQ1|SSZ1|YDJ1	28
GO:0043328	PROTEIN TRANSPORT TO VACUOLE INVOLVED IN UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY	BRO1|CDC48|COS1|COS10|COS12|COS2|COS3|COS4|COS5|COS6|COS7|COS8|COS9|DDI1|EAR1|GGA1|GGA2|GID8|HSE1|LSB1|SNF8|SSH4|TRE1|TRE2|VPS25|VPS27|VPS28|VPS36	28
GO:0006303	DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING	CDC28|DNL4|DOA1|FYV6|IRC20|LIF1|MCK1|MRE11|NEJ1|POL2|POL4|PSO2|RAD27|RAD50|RSC1|RSC2|RSC30|RSC8|SIN3|SIR2|SIR3|SIR4|SRS2|SUB1|VPS75|XRS2|YKU70|YKU80	28
GO:0007064	MITOTIC SISTER CHROMATID COHESION	BIM1|CHL1|CSM3|CTF18|CTF4|CTF8|DCC1|ELG1|ESC2|GPN3|IRR1|KAR3|MCD1|MPS3|MRC1|NPA3|PDS5|POL2|POL30|RAD30|RAD61|REC8|RMI1|SCC2|SCC4|SMC1|SMC3|TOF1|TOP3|VIK1	30
GO:0006325	CHROMATIN ORGANIZATION	ADA2|ADR1|ARP4|ARP6|ARP7|ARP9|ASA1|ASF1|ASH1|BRE1|CHD1|CTI6|DEP1|DOT1|EAF1|EAF3|EAF5|EAF6|EAF7|ESA1|FOB1|FPR1|FUB1|FUN30|GCN5|HAT1|HAT2|HDA1|HDA2|HDA3|HEK2|HFI1|HIF1|HIR1|HIR2|HOS1|HOS2|HOS3|HPA2|HPC2|HST1|HTA1|HTA2|HTZ1|IES2|ISW1|ISW2|ITC1|JHD1|JHD2|LCD1|LDB7|LEO1|LGE1|MEC1|NGG1|NPL6|PAA1|PHO23|RAD6|RCO1|RKR1|RNT1|RPD3|RRN5|RSC1|RSC2|RSC3|RSC30|RSC4|RSC58|RSC6|RSC8|RSC9|RVB1|RVB2|RXT2|RXT3|SAP30|SAS2|SAS3|SAS4|SAS5|SDS3|SET1|SET3|SET4|SFH1|SGF11|SGF29|SGF73|SIF2|SIN3|SIR2|SPT2|SPT20|SPT3|SPT4|SPT6|SPT7|SPT8|STH1|SUS1|SWC3|SWC4|SWC5|SWC7|SWP82|SWR1|TAF1|TAF10|TAF12|TAF5|TAF6|TAF9|TEL1|TRA1|TTI1|TTI2|UAF30|UME1|UME6|VPS71|VPS72|YAF9|YNG1|YNG2|YPL216W	128
GO:0006270	DNA REPLICATION INITIATION	ADK1|BMH2|CDC45|CDC6|CDC7|CLF1|CTF18|CTF3|CTF4|DBF4|DPB11|MCM10|MCM2|MCM3|MCM4|MCM5|MCM6|MCM7|NOC3|ORC1|ORC2|ORC3|ORC4|ORC5|ORC6|POL1|POL12|PRI1|PRI2|RAD53|RIF1|SLD2|SLD3	33
GO:0006896	GOLGI TO VACUOLE TRANSPORT	APL2|APL4|APL5|APL6|APM1|APM2|APM3|APS1|APS3|BOS1|EMA35|GGA1|GGA2|PEP1|PEP12|PEP7|SEC14|SYN8|TLG2|VAM3|VPS33|VPS45|VPS52|VPS53|VPS54|VTH1|VTH2|VTI1|YNR065C|YNR066C	30
GO:0006406	MRNA EXPORT FROM NUCLEUS	CRM1|DBP5|GFD1|GLE1|GLE2|HMT1|HPR1|IST3|MEX67|MFT1|MLP1|MLP2|NUP100|NUP116|NUP120|NUP82|NUP84|NUP85|PML1|PSE1|SAC3|SEM1|SGF73|SUB2|SUS1|SXM1|TEX1|THO2|THP1|THP2|YRA1|ZDS1	32
GO:0042274	RIBOSOMAL SMALL SUBUNIT BIOGENESIS	BUD22|EMG1|ENP2|HAS1|HRR25|IMP3|IMP4|KRE33|KRR1|LTV1|NAP1|NEW1|NOB1|NOC4|NOP14|NOP19|NOP6|RPS19A|RPS19B|RPS7A|RPS7B|RRP14|RRP36|SAC3|SGD1|TMA23|TRM112|TSR4|UTP21|UTP25|UTP30|YAR1	32
GO:0006891	INTRA-GOLGI VESICLE-MEDIATED TRANSPORT	AGE1|AGE2|BET3|BOS1|COG1|COG2|COG3|COG4|COG5|COG6|COG7|COG8|COP1|COY1|GEA1|GEA2|GTS1|RET3|SEC18|SEC21|SEC26|SEC27|SEC28|SEC7|SED5|SFT1|TRS120|TRS130|TRS65|VTI1|YKT6|YPT6	32
GO:0007165	SIGNAL TRANSDUCTION	BAG7|BEM2|BEM3|BUD2|CDC28|CMK1|COS111|CSS1|CYR1|ECM25|GAL83|GPA1|GPA2|GPB2|GPG1|GPR1|INM1|INM2|IQG1|IRA1|IRA2|KDX1|LRG1|LST8|MCK1|MKK1|MKK2|MRK1|MTH1|PDE2|PKC1|PLC1|RAS1|RAS2|RGA1|RGA2|RGD1|RGD2|RHB1|RIM11|RLM1|RSR1|RTS1|SAC7|SIP1|SIP2|SLM4|SLN1|SLT2|SOG2|SOK1|SST2|STD1|STE18|STE2|STE3|STE4|STE50|SYG1|TIP41|TUS1|YHR182W	62
GO:0006412	TRANSLATION	AIM10|ALA1|ANB1|CAF20|CAM1|CDC33|CDC60|CTK1|DBP1|DED1|DED81|DIA4|DOM34|DPS1|ECM38|EFB1|EFT1|EFT2|FMT1|FRS1|FRS2|FUN12|GCD1|GCD11|GCD2|GCD6|GCD7|GCN2|GCN3|GLN4|GRS1|GRS2|GTF1|GUF1|GUS1|HBS1|HCR1|HEF3|HER2|HTS1|HYP2|IFM1|ILS1|IMG1|IMG2|ISM1|KRS1|MEF1|MEF2|MES1|MNP1|MRF1|MRP10|MRP17|MRP2|MRP20|MRP21|MRP4|MRP7|MRPL1|MRPL10|MRPL11|MRPL16|MRPL19|MRPL22|MRPL23|MRPL27|MRPL32|MRPL33|MRPL38|MRPL39|MRPL4|MRPL40|MRPL6|MRPL7|MRPL8|MRPL9|MRPS12|MRPS16|MRPS17|MRPS18|MRPS28|MRPS5|MRPS8|MRPS9|MRX14|MSD1|MSE1|MSF1|MSK1|MSM1|MSR1|MST1|MSW1|MSY1|MTG2|NAM2|NAM9|NIP1|PET112|PRT1|RLI1|RLP24|RML2|RPG1|RPL10|RPL11A|RPL11B|RPL12A|RPL12B|RPL13A|RPL13B|RPL14A|RPL14B|RPL15A|RPL15B|RPL16A|RPL16B|RPL17A|RPL17B|RPL18A|RPL18B|RPL19A|RPL19B|RPL1A|RPL1B|RPL20A|RPL20B|RPL21A|RPL21B|RPL22A|RPL22B|RPL23A|RPL23B|RPL24A|RPL24B|RPL25|RPL26A|RPL26B|RPL27A|RPL27B|RPL28|RPL29|RPL2A|RPL2B|RPL3|RPL31A|RPL31B|RPL32|RPL33A|RPL33B|RPL34A|RPL34B|RPL35A|RPL35B|RPL36A|RPL36B|RPL37A|RPL37B|RPL38|RPL39|RPL40A|RPL40B|RPL41A|RPL41B|RPL42A|RPL42B|RPL43A|RPL43B|RPL4A|RPL4B|RPL5|RPL6A|RPL6B|RPL9A|RPL9B|RPS0A|RPS0B|RPS11A|RPS11B|RPS12|RPS13|RPS14A|RPS14B|RPS15|RPS16A|RPS16B|RPS17A|RPS17B|RPS18A|RPS18B|RPS19A|RPS19B|RPS1A|RPS1B|RPS2|RPS20|RPS21A|RPS21B|RPS22A|RPS22B|RPS23A|RPS23B|RPS24A|RPS24B|RPS26A|RPS26B|RPS27A|RPS27B|RPS28A|RPS28B|RPS29A|RPS29B|RPS3|RPS30A|RPS30B|RPS31|RPS4A|RPS4B|RPS5|RPS6A|RPS6B|RPS7A|RPS7B|RPS8A|RPS8B|RPS9A|RPS9B|RQC2|RRF1|RSM10|RSM18|RSM19|RSM22|RSM7|RTC6|SES1|SKI7|SLM5|SLS1|SSB1|SSB2|SUI1|SUI2|SUI3|SUP35|SUP45|SWS2|TEF1|TEF2|TEF4|THS1|TIF1|TIF11|TIF2|TIF3|TIF34|TIF35|TIF4631|TIF4632|TIF5|TIF6|TMA19|TMA20|TMA7|TUF1|TYS1|VAS1|WRS1|YDR341C|YEF3|YGR054W|YHR020W|YML6|YNL040W|YNL122C|YNL247W	277
GO:0000055	RIBOSOMAL LARGE SUBUNIT EXPORT FROM NUCLEUS	ARX1|BCP1|BUD20|CRM1|ECM1|JJJ1|LOC1|MEX67|MRT4|MTR2|NIC96|NMD3|NOG2|NOP53|NSP1|NUG1|NUP1|NUP116|NUP120|NUP159|NUP49|NUP82|NUP85|RIX7|RPF1|RPL1A|RPL1B|RPL40A|RPL40B|RRS1|SDA1|YVH1	32
GO:0000480	ENDONUCLEOLYTIC CLEAVAGE IN 5'-ETS OF TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	BMS1|CDC4|DBP8|DIP2|EMG1|ESF2|FCF1|FCF2|LCP5|LOC1|MPP10|MRD1|NOC4|NOP14|NOP19|NOP58|NOP9|PWP2|RCL1|ROK1|RRP5|RRP9|SAS10|TOM1|UTP10|UTP11|UTP13|UTP14|UTP18|UTP20|UTP23|UTP6|UTP7	33
GO:0006302	DOUBLE-STRAND BREAK REPAIR	ARP5|ARP8|ECO1|HNT3|LIF1|MCD1|MMS22|MMS4|MRE11|MTE1|NEJ1|NHP10|NUP120|NUP133|NUP145|NUP60|NUP84|PDS5|POL1|POL2|POL4|PRI2|RAD17|RAD5|RAD51|RAD9|RSC1|RTT107|SCC2|SCC4|SFH1|SMC1|SNF2|STH1|TDP1|TEL1|TPP1	37
GO:0000472	ENDONUCLEOLYTIC CLEAVAGE TO GENERATE MATURE 5'-END OF SSU-RRNA FROM (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	BMS1|BUD21|CDC4|DBP8|DIP2|EMG1|ESF2|FCF1|FCF2|LOC1|MPP10|MRD1|NOC4|NOP14|NOP19|NOP58|NOP9|PNO1|PWP2|RCL1|ROK1|RRP5|RRP9|SAS10|TOM1|UTP10|UTP11|UTP13|UTP14|UTP18|UTP20|UTP23|UTP6|UTP7	34
GO:0042147	RETROGRADE TRANSPORT, ENDOSOME TO GOLGI	ANY1|BOI1|BOI2|BOS1|BTN2|CDC50|DOP1|GOT1|LAA1|MON2|MVP1|PEP8|PTM1|RGP1|RHB1|RIC1|SFT2|SNX41|TDA3|TLG1|VPS17|VPS29|VPS30|VPS35|VPS5|VPS51|VPS52|VPS53|VPS54|VTI1|YHL017W|YKR078W|YPT6|YPT7	34
GO:0000722	TELOMERE MAINTENANCE VIA RECOMBINATION	BRE1|BUD32|CGI121|GON7|IES3|IES4|IES5|INO80|KAE1|MEC1|MEC3|NHP10|PCC1|PIF1|RAD50|RAD51|RAD52|RAD54|RAD57|RAD59|RAD6|RFA1|RFA2|RFA3|SGS1|TOP3|YRF1-1|YRF1-2|YRF1-3|YRF1-4|YRF1-5|YRF1-6|YRF1-7	33
GO:0042144	VACUOLE FUSION, NON-AUTOPHAGIC	BPT1|CLN3|CMD1|IVY1|NYV1|OPT2|PAH1|PBI2|PEP3|PEP5|PFA3|PHO80|SEC17|SEC18|SWF1|TRX1|TRX2|VAC8|VAM10|VAM3|VAM6|VAM7|VPS16|VPS33|VPS41|VTC1|VTC2|VTC3|VTC4|VTC5|VTI1|YCF1|YHR138C|YKT6	34
GO:0000209	PROTEIN POLYUBIQUITINATION	BSC5|BUL1|BUL2|CDC34|GPB1|GRR1|HEL1|HUL5|IPA1|ITT1|MET30|MMS2|MOT2|MPE1|PEX10|PEX2|PEX4|RAD28|RAD5|RAD6|RSP5|SSA1|TOM1|UBC1|UBC11|UBC12|UBC13|UBC4|UBC5|UBC6|UBC7|UBC8|UBR1|UBR2|UFD2|YNR068C	36
GO:0051123	RNA POLYMERASE II PREINITIATION COMPLEX ASSEMBLY	BUR6|BYE1|CSE2|DAL81|DST1|GAL11|HOT1|MED11|MED2|MED6|NCB2|NHP6A|NUT2|PGD1|ROX3|SIN4|SPT15|SRB2|SRB4|SRB5|SUA7|TAF1|TAF10|TAF11|TAF12|TAF13|TAF14|TAF2|TAF3|TAF4|TAF5|TAF6|TAF7|TAF8|TAF9|TFG1|TFG2|TOA1|TOA2	39
GO:0007015	ACTIN FILAMENT ORGANIZATION	AKL1|ARK1|ARP2|BOI1|BOI2|BZZ1|COF1|CRN1|END3|ENT1|ENT2|ENT4|ENT5|LAS17|LMO1|LSB5|MYO2|MYO3|MYO4|MYO5|PBS2|PPH21|PPH22|PRK1|RDI1|RGA1|RHO1|RHO2|RHO3|RHO4|RVS161|SAC6|SCP1|SIW14|SLA2|SRV2|TPM1|TPM2|TWF1|WHI2	40
GO:0000422	AUTOPHAGY OF MITOCHONDRION	AIM26|ATG1|ATG10|ATG11|ATG12|ATG13|ATG16|ATG17|ATG18|ATG2|ATG20|ATG21|ATG29|ATG3|ATG31|ATG32|ATG33|ATG4|ATG41|ATG5|ATG7|ATG8|ATG9|CDC14|DCK1|FIS1|FUN14|HSV2|LMO1|PTC6|RTG3|SCM4|SNX4|STT4|UTH1|WHI2|YIL165C|YOR019W	38
GO:0006887	EXOCYTOSIS	EXO70|EXO84|GYL1|GYP5|HES1|KES1|KIN1|KIN2|MSB3|MSB4|MYO3|MYO5|OSH2|OSH3|OSH6|OSH7|RCY1|SEC1|SEC10|SEC15|SEC2|SEC3|SEC4|SEC5|SEC6|SEC8|SEC9|SLA2|SNC1|SNC2|SPO20|SRO7|SRO77|SSO1|SSO2|SWH1|SYN8|SYT1|TPM1|TPM2|YPT31|YPT32	42
GO:0000002	MITOCHONDRIAL GENOME MAINTENANCE	ABF2|ACO1|CCE1|CCM1|CRD1|DML1|EXO5|GEP5|GGC1|HMI1|HSP78|ILM1|ILV5|MDJ1|MDM10|MDM12|MDM34|MDV1|MEF2|MGM1|MGM101|MHR1|MIP1|MMM1|MRPL51|MRS1|MSH1|PIF1|REX2|RIM1|RIM2|RPO41|RRG1|RRG8|RRG9|RRM3|SED1|THI4|TIM17|YHM2|YME2	41
GO:0016973	POLY(A)+ MRNA EXPORT FROM NUCLEUS	DBP5|ENP1|GBP2|GLE1|GLE2|GSP1|GSP2|HRB1|MEX67|MLP1|MLP2|MRD1|MTR2|NAB2|NEW1|NIC96|NSP1|NUP1|NUP116|NUP133|NUP145|NUP159|NUP2|NUP42|NUP49|NUP60|PIN4|RSP5|SPN1|SPT6|SRM1|SSL2|SUS1|THO1|THP1|YJR084W|YRA2	37
GO:0000027	RIBOSOMAL LARGE SUBUNIT ASSEMBLY	BRX1|DRS1|HPM1|IPI1|IPI3|LSG1|MAK11|MAK21|MDN1|MRPL19|MRPL7|MRT4|NOP53|POL5|REX4|RIX1|RLP24|RPF2|RPL10|RPL11A|RPL11B|RPL12A|RPL12B|RPL24A|RPL24B|RPL25|RPL3|RPL40A|RPL40B|RPL5|RPL6A|RPL6B|RPP0|RSA1|RSA3|RSA4|SPB4|SQT1|SSF1|SSF2|YVH1	41
GO:0000463	MATURATION OF LSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	BCD1|CIC1|DBP10|DBP6|DBP7|DBP9|ERB1|HAS1|HIT1|IPI1|MAK11|MAK16|MAK5|NIP7|NOP12|NOP15|NOP2|NOP4|NOP53|NOP7|NOP8|NSA2|NUG1|PRP43|RAI1|RLP7|RPF1|RPF2|RPL35A|RPL35B|RPL7A|RPL7B|RPS26A|RPS26B|RRP15|SPB1|SSF1|TIF6|TSR2|URB1|YTM1	41
GO:0051321	MEIOTIC CELL CYCLE	ADY2|ADY3|ADY4|AMA1|AME1|BFR1|BNS1|CAK1|CDC14|CDC4|CDC7|CHL4|CIK1|CNM67|CSM1|CSM2|CSM3|CSM4|CST9|CTF19|CTF3|DBF4|DDC1|DMC1|DOM34|DON1|EMI1|GAC1|GLC7|GMC1|GMC2|HED1|HFM1|HOP1|HOP2|IDS2|IME1|IME2|IME4|IML3|ISC10|KAR3|KAR4|LRS4|MAM1|MCK1|MCM16|MCM21|MCM22|MDS3|MEC1|MEI4|MEI5|MEK1|MER1|MMS4|MND1|MPC54|MRE11|MSC3|MSC6|MSH4|MUM2|MUS81|NDJ1|NDT80|NKP1|NKP2|NPR3|NUD1|OKP1|PCH2|PDS5|PMD1|RAD50|RAD57|RDH54|REC102|REC104|REC107|REC114|REC8|RED1|RFA1|RIM101|RIM15|RIM4|RIM8|RMD1|RMD6|RMD8|RME1|RMI1|RMR1|SAE2|SAE3|SET3|SGO1|SKI8|SLK19|SLZ1|SPC97|SPC98|SPO1|SPO11|SPO12|SPO13|SPO14|SPO16|SPO19|SPO21|SPO22|SPO23|SPR6|SPS1|SPS2|SPS4|SSN3|SSP1|STH1|SWE1|SWM1|TGS1|TOF1|TOR1|TRS85|UME1|VPS1|WTM1|WTM2|XRS2|YNG2|YVH1|ZIP1|ZIP2	135
GO:0009060	AEROBIC RESPIRATION	AAC1|ALG6|ALG7|CBP1|COQ5|COR1|COX11|COX13|ETR1|GDS1|ISF1|JAC1|MAM33|MBR1|MDH1|MIX14|MIX17|NCA2|OAR1|PAH1|PET10|PET20|PET9|PPA2|PUF3|QCR10|QCR2|QCR6|QCR7|QCR8|QCR9|RIB1|RIB3|RIP1|RMD9|RSF1|SDH2|SLS1|YBR238C	39
GO:0016573	HISTONE ACETYLATION	ACS1|ACS2|ACT1|ADA2|AHC1|AHC2|ARD1|ARP4|ASF1|EAF3|EAF6|EAF7|ELP3|EPL1|ESA1|GCN5|HAT1|HAT2|HFI1|HIF1|HPA2|HPA3|NAT4|NGG1|NTO1|PHO23|RTT109|RVB1|RVB2|SAS2|SAS3|SAS4|SAS5|SGF73|SPT10|SPT20|SPT3|SPT7|SPT8|TAF1|TAF10|TAF12|TAF14|TAF5|TAF6|TAF9|TRA1|YNG1|YNG2	49
GO:0007005	MITOCHONDRION ORGANIZATION	AIM17|ATP11|DNM1|EMI1|ERG29|FUN14|GEM1|HCM1|MAM3|MCP1|MCP2|MDM10|MDM30|MDM31|MDM32|MDM34|MDM35|MDM36|MFB1|MGM1|MIX17|MMM1|MSH1|NGR1|PHB1|PHB2|PIM1|POR1|PUF3|RPM2|RRG9|RSP5|SAM37|SHE9|SML1|SUN4|TPK3|VPS13|YJR120W|YME1|ZIM17	41
GO:0034727	PIECEMEAL MICROAUTOPHAGY OF THE NUCLEUS	ATG1|ATG10|ATG11|ATG12|ATG13|ATG14|ATG15|ATG16|ATG17|ATG18|ATG2|ATG21|ATG29|ATG3|ATG31|ATG4|ATG5|ATG7|ATG8|ATG9|CDC48|HES1|HSV2|KES1|NVJ1|OSH2|OSH3|OSH6|OSH7|SHP1|SNX4|SWH1|TRS85|VAC8|VAM3|VAM6|VAM7|VPS30|VPS33|VPS41|YPT7	41
GO:0030466	SILENT MATING-TYPE CASSETTE HETEROCHROMATIN ASSEMBLY	ABF1|ASF1|ASF2|DIA2|ESC2|FUN30|HST1|HTZ1|MCM10|MCM3|MCM7|MGA2|MRC1|MSH2|NAM7|NUP133|NUP2|NUP60|NUP84|ORC1|ORC2|ORC3|ORC4|ORC5|ORC6|POL30|RAP1|RIF1|SAS2|SAS3|SCP160|SET1|SIR1|SIR2|SIR3|SIR4|SPT10|SPT21|SPT23|SUM1|YCS4|YKU70	42
GO:0000723	TELOMERE MAINTENANCE	BRE2|BUD32|CDC13|CDC28|CGI121|DEF1|DNA2|EST1|EXO1|GBP2|GLC7|GON7|HEK2|HSC82|IES3|KAE1|MEC1|MEC3|MRC1|MRE11|PBP2|PIF1|RAD50|RAP1|RFA1|RIF1|RRM3|SAE2|SET1|SET5|SGS1|SLX5|SLX8|STM1|SUA5|SWD1|SWD2|SWD3|TEL1|TEL2|THP2|XRS2|YKU70|YKU80	44
GO:0001403	INVASIVE GROWTH IN RESPONSE TO GLUCOSE LIMITATION	ASC1|CDC42|DIA1|DIA2|DIA3|DSE1|EMP70|FIG2|FLO10|FLO11|FUS3|GAL83|GPA2|GPB1|GPB2|GPG1|GPR1|KSS1|NCS2|OSH3|POF1|PTP1|RGA1|RIM20|RIM21|RIM8|RXT2|SIP2|SNF1|SPT3|STE11|STE12|STE20|STE4|STE5|STE7|TEC1|TMN2|TMN3|TPK2|UBA4|URM1|WHI3	43
GO:0032968	POSITIVE REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER	ASF1|CAF130|CAF40|CCR4|CDC36|CDC39|CDC73|CET1|CTK1|DST1|ELC1|ESA1|FKH2|GCN5|GIM3|GIM5|HMT1|JHD1|LEO1|MOT2|NAP1|NOT3|NOT5|NPL3|PAF1|PDP3|PFD1|POP2|RPH1|RPT4|RPT6|RSC6|RTF1|SGV1|SPT16|SPT4|SPT5|SPT6|SUB1|TFG1|VPS15|VPS34|XRN1|YKE2|YNG1	45
GO:0006470	PROTEIN DEPHOSPHORYLATION	CDC14|CDC55|CMP2|CNA1|CNB1|DCR2|GIP2|GLC7|HAL5|LTP1|MIH1|MSG5|NEM1|OCA1|OCA6|PHO13|PHO8|PPG1|PPH21|PPH22|PPH3|PPQ1|PPS1|PPT1|PPZ1|PPZ2|PSR1|PSR2|PSY2|PSY4|PTC1|PTC2|PTC3|PTC4|PTC5|PTC6|PTC7|PTP1|PTP2|PTP3|REF2|RTS1|SAT4|SDP1|SIA1|SIT4|SIW14|SPO7|TEP1|TIM50|TPD3|WHI2|YCH1|YER134C|YVH1	55
